"rok_rejestracji","marka","model","ilosc_zarejestrowanych_modeli","ilosc_nowych_modeli","procent_nowych_modeli","ilosc_zarejestrowanych_marka","ilosc_nowych_marka","procent_nowych_marka"
"2019-03-01","CITROEN","C3 PICASSO 1.6 HDI","1","0","0","40","1","2"
"2019-03-01","CITROEN","C4 GRAND PICASSO","1","0","0","40","1","2"
"2019-03-01","CITROEN","C-ELYSEE","1","0","0","40","1","2"
"2019-03-01","CITROEN","C4 PICASSO","5","0","0","40","1","2"
"2019-03-01","CITROEN","BERLINGO 1.6HDI 90","1","0","0","40","1","2"
"2019-03-01","CITROEN","C5 2.0 HDI","1","0","0","40","1","2"
"2019-03-01","CITROEN","C3 PICASSO","3","0","0","40","1","2"
"2019-03-01","CITROEN","C1","2","0","0","40","1","2"
"2019-03-01","CITROEN","C4 CACTUS","2","0","0","40","1","2"
"2019-03-01","CITROEN","C3","7","0","0","40","1","2"
"2019-03-01","CITROEN","C3 1.4 HDI","1","0","0","40","1","2"
"2019-03-01","CITROEN","DS5","1","0","0","40","1","2"
"2019-03-01","CITROEN","C3 1.1I","1","0","0","40","1","2"
"2019-03-01","CITROEN","C4 1.6I","1","0","0","40","1","2"
"2019-04-01","CITROEN","C-ELYSEE","1","1","100","35","3","9"
"2019-04-01","CITROEN","C5","7","0","0","35","3","9"
"2019-04-01","CITROEN","C5 2.0 HDI","1","0","0","35","3","9"
"2019-04-01","CITROEN","BERLINGO","5","1","20","35","3","9"
"2019-04-01","CITROEN","XSARA PICASSO 1.6I","1","0","0","35","3","9"
"2019-04-01","CITROEN","NULL","1","0","0","35","3","9"
"2019-04-01","CITROEN","C4 PICASSO","3","0","0","35","3","9"
"2019-04-01","CITROEN","NEMO","1","0","0","35","3","9"
"2019-04-01","CITROEN","BERLINGO 2.0 HDI","1","0","0","35","3","9"
"2019-04-01","CITROEN","C1","1","0","0","35","3","9"
"2019-04-01","CITROEN","C4","2","0","0","35","3","9"
"2019-04-01","CITROEN","C4 GRAND PICASSO","1","0","0","35","3","9"
"2019-04-01","CITROEN","C3","7","1","14","35","3","9"
"2019-04-01","CITROEN","C5 TOURER","1","0","0","35","3","9"
"2019-04-01","CITROEN","C3 PICASSO","2","0","0","35","3","9"
"2019-05-02","CITROEN","C-ELYSEE","1","0","0","36","2","6"
"2019-05-02","CITROEN","XSARA PICASSO 1.6I","1","0","0","36","2","6"
"2019-05-02","CITROEN","DS3","1","0","0","36","2","6"
"2019-05-02","CITROEN","C2","2","0","0","36","2","6"
"2019-05-02","CITROEN","C1","1","0","0","36","2","6"
"2019-05-02","CITROEN","DS4","3","0","0","36","2","6"
"2019-05-02","CITROEN","C4","3","0","0","36","2","6"
"2019-05-02","CITROEN","JUMPY","1","0","0","36","2","6"
"2019-05-02","CITROEN","C3","4","1","25","36","2","6"
"2019-05-02","CITROEN","C3 AIRCROSS","1","0","0","36","2","6"
"2019-05-02","CITROEN","C3 1.4 HDI","1","0","0","36","2","6"
"2019-05-02","CITROEN","BERLINGO","6","1","17","36","2","6"
"2019-05-02","CITROEN","NULL","1","0","0","36","2","6"
"2019-05-02","CITROEN","J","1","0","0","36","2","6"
"2019-05-02","CITROEN","XSARA PICASSO","1","0","0","36","2","6"
"2019-05-02","CITROEN","C5","2","0","0","36","2","6"
"2019-05-02","CITROEN","C4 PICASSO","5","0","0","36","2","6"
"2019-05-02","CITROEN","JUMPER","1","0","0","36","2","6"
"2019-05-06","CITROEN","C-ELYSEE","1","1","100","1","1","100"
"2019-06-01","CITROEN","C3","1","0","0","1","0","0"
"2019-06-03","CITROEN","C2","1","0","0","32","2","6"
"2019-06-03","CITROEN","JUMPER","1","0","0","32","2","6"
"2019-06-03","CITROEN","C1","1","0","0","32","2","6"
"2019-06-03","CITROEN","C3","5","1","20","32","2","6"
"2019-06-03","CITROEN","J","1","0","0","32","2","6"
"2019-06-03","CITROEN","NEMO","1","0","0","32","2","6"
"2019-06-03","CITROEN","JUMPY 2.0 HDI","1","0","0","32","2","6"
"2019-06-03","CITROEN","C3 PICASSO","1","0","0","32","2","6"
"2019-06-03","CITROEN","C4 PICASSO","5","0","0","32","2","6"
"2019-06-03","CITROEN","BERLINGO","3","0","0","32","2","6"
"2019-06-03","CITROEN","JUMPY","2","0","0","32","2","6"
"2019-06-03","CITROEN","C5 AIRCROSS","1","1","100","32","2","6"
"2019-06-03","CITROEN","NULL","1","0","0","32","2","6"
"2019-06-03","CITROEN","XSARA PICASSO","1","0","0","32","2","6"
"2019-06-03","CITROEN","BERLINGO 1.6 HDI","1","0","0","32","2","6"
"2019-06-03","CITROEN","C5","6","0","0","32","2","6"
"2019-07-01","CITROEN","C4 CACTUS","1","0","0","49","5","10"
"2019-07-01","CITROEN","C4","2","0","0","49","5","10"
"2019-07-01","CITROEN","C4 PICASSO","5","0","0","49","5","10"
"2019-07-01","CITROEN","C3 AIRCROSS","2","2","100","49","5","10"
"2019-07-01","CITROEN","C3","8","2","25","49","5","10"
"2019-07-01","CITROEN","C5 AIRCROSS","1","0","0","49","5","10"
"2019-07-01","CITROEN","JUMPER","10","1","10","49","5","10"
"2019-07-01","CITROEN","C4 PICASSO 1.6 HDI","1","0","0","49","5","10"
"2019-07-01","CITROEN","C4 GRAND PICASSO","1","0","0","49","5","10"
"2019-07-01","CITROEN","DS4","2","0","0","49","5","10"
"2019-07-01","CITROEN","DS5","1","0","0","49","5","10"
"2019-07-01","CITROEN","XSARA PICASSO 1.8I 16V","1","0","0","49","5","10"
"2019-07-01","CITROEN","C-ELYSEE","2","0","0","49","5","10"
"2019-07-01","CITROEN","BERLINGO 2.0 HDI","1","0","0","49","5","10"
"2019-07-01","CITROEN","DS3","1","0","0","49","5","10"
"2019-07-01","CITROEN","NULL","1","0","0","49","5","10"
"2019-07-01","CITROEN","BERLINGO","4","0","0","49","5","10"
"2019-07-01","CITROEN","C5","4","0","0","49","5","10"
"2019-07-01","CITROEN","GS","1","0","0","49","5","10"
"2019-08-01","CITROEN","XSARA","2","0","0","38","4","11"
"2019-08-01","CITROEN","BERLINGO","6","0","0","38","4","11"
"2019-08-01","CITROEN","JUMPY SPACETOURER","1","1","100","38","4","11"
"2019-08-01","CITROEN","DS5","1","0","0","38","4","11"
"2019-08-01","CITROEN","JUMPY 1.6 HDI","1","0","0","38","4","11"
"2019-08-01","CITROEN","C2","1","0","0","38","4","11"
"2019-08-01","CITROEN","NULL","1","0","0","38","4","11"
"2019-08-01","CITROEN","DS3","3","0","0","38","4","11"
"2019-08-01","CITROEN","C3 AIRCROSS","1","1","100","38","4","11"
"2019-08-01","CITROEN","C4 PICASSO","1","0","0","38","4","11"
"2019-08-01","CITROEN","JUMPER","2","0","0","38","4","11"
"2019-08-01","CITROEN","C3 PICASSO","2","0","0","38","4","11"
"2019-08-01","CITROEN","C4","1","0","0","38","4","11"
"2019-08-01","CITROEN","C5","2","0","0","38","4","11"
"2019-08-01","CITROEN","C4 SPACETOURER","1","1","100","38","4","11"
"2019-08-01","CITROEN","C4 CACTUS","2","0","0","38","4","11"
"2019-08-01","CITROEN","C3","8","1","12","38","4","11"
"2019-08-01","CITROEN","BERLINGO 1.6 HDI","1","0","0","38","4","11"
"2019-08-01","CITROEN","DS4","1","0","0","38","4","11"
"2019-09-02","CITROEN","C4 AIRCROSS","1","0","0","42","1","2"
"2019-09-02","CITROEN","C4","4","0","0","42","1","2"
"2019-09-02","CITROEN","XSARA PICASSO","1","0","0","42","1","2"
"2019-09-02","CITROEN","JUMPY","1","0","0","42","1","2"
"2019-09-02","CITROEN","C3","5","0","0","42","1","2"
"2019-09-02","CITROEN","C4 SPACETOURER","1","0","0","42","1","2"
"2019-09-02","CITROEN","C4 PICASSO","1","0","0","42","1","2"
"2019-09-02","CITROEN","C3 1.6 HDI","1","0","0","42","1","2"
"2019-09-02","CITROEN","C2","2","0","0","42","1","2"
"2019-09-02","CITROEN","C5","5","0","0","42","1","2"
"2019-09-02","CITROEN","DS3","2","0","0","42","1","2"
"2019-09-02","CITROEN","XSARA","1","0","0","42","1","2"
"2019-09-02","CITROEN","XSARA PICASSO 2.0 HDI","1","0","0","42","1","2"
"2019-09-02","CITROEN","DS4","1","0","0","42","1","2"
"2019-09-02","CITROEN","DS5","1","0","0","42","1","2"
"2019-09-02","CITROEN","BERLINGO","5","1","20","42","1","2"
"2019-09-02","CITROEN","C1 1.0I","1","0","0","42","1","2"
"2019-09-02","CITROEN","C3 PICASSO","2","0","0","42","1","2"
"2019-09-02","CITROEN","NULL","3","0","0","42","1","2"
"2019-09-02","CITROEN","JUMPER 2.2 HDI","1","0","0","42","1","2"
"2019-09-02","CITROEN","C3 1.4 HDI","2","0","0","42","1","2"
"2019-10-01","CITROEN","C4 AIRCROSS","1","0","0","32","2","6"
"2019-10-01","CITROEN","C1","2","0","0","32","2","6"
"2019-10-01","CITROEN","XM","1","0","0","32","2","6"
"2019-10-01","CITROEN","C3","3","0","0","32","2","6"
"2019-10-01","CITROEN","C2 1.6I 16V","1","0","0","32","2","6"
"2019-10-01","CITROEN","C5","3","0","0","32","2","6"
"2019-10-01","CITROEN","C3 PLURIEL","1","0","0","32","2","6"
"2019-10-01","CITROEN","XSARA PICASSO","2","0","0","32","2","6"
"2019-10-01","CITROEN","DS3","2","0","0","32","2","6"
"2019-10-01","CITROEN","BERLINGO","7","1","14","32","2","6"
"2019-10-01","CITROEN","C3 1.4 HDI","1","0","0","32","2","6"
"2019-10-01","CITROEN","JUMPER","7","1","14","32","2","6"
"2019-10-01","CITROEN","JUMPY","1","0","0","32","2","6"
"2019-11-04","CITROEN","C5 1.8 KAT","1","0","0","43","3","7"
"2019-11-04","CITROEN","C4 CACTUS","1","0","0","43","3","7"
"2019-11-04","CITROEN","C3","8","0","0","43","3","7"
"2019-11-04","CITROEN","C1","2","0","0","43","3","7"
"2019-11-04","CITROEN","BERLINGO","8","3","38","43","3","7"
"2019-11-04","CITROEN","C5","4","0","0","43","3","7"
"2019-11-04","CITROEN","C4 PICASSO","5","0","0","43","3","7"
"2019-11-04","CITROEN","C4","2","0","0","43","3","7"
"2019-11-04","CITROEN","XSARA PICASSO","3","0","0","43","3","7"
"2019-11-04","CITROEN","SAXO","1","0","0","43","3","7"
"2019-11-04","CITROEN","DS5 HYBRID","1","0","0","43","3","7"
"2019-11-04","CITROEN","BERLINGO 1.6 HDI","1","0","0","43","3","7"
"2019-11-04","CITROEN","JUMPY","1","0","0","43","3","7"
"2019-11-04","CITROEN","JUMPER","4","0","0","43","3","7"
"2019-11-04","CITROEN","2CV 6","1","0","0","43","3","7"
"2019-12-02","CITROEN","C5 AIRCROSS","1","0","0","22","4","18"
"2019-12-02","CITROEN","C4 CACTUS","1","0","0","22","4","18"
"2019-12-02","CITROEN","DS5","1","0","0","22","4","18"
"2019-12-02","CITROEN","BERLINGO","5","0","0","22","4","18"
"2019-12-02","CITROEN","C4 PICASSO","1","0","0","22","4","18"
"2019-12-02","CITROEN","C2 1.1","1","0","0","22","4","18"
"2019-12-02","CITROEN","C2","1","0","0","22","4","18"
"2019-12-02","CITROEN","C4","2","0","0","22","4","18"
"2019-12-02","CITROEN","JUMPY","1","0","0","22","4","18"
"2019-12-02","CITROEN","C5","2","0","0","22","4","18"
"2019-12-02","CITROEN","C3","6","4","67","22","4","18"
"2019-01-02","CITROEN/BMB","JUMPER/BMB","1","0","0","1","0","0"
"2019-12-02","CITROEN/CARPOL","JUMPER","1","1","100","1","1","100"
"2019-05-02","CITROEN/LAMAR","JUMPER LAMBOX","1","0","0","1","0","0"
"2019-02-01","CLAAS","ARION 610","1","1","100","1","1","100"
"2019-08-01","CLAAS","AXION 930","1","1","100","1","1","100"
"2019-09-02","CLAAS","ARES 836","1","0","0","2","0","0"
"2019-09-02","CLAAS","CELTIS 456","1","0","0","2","0","0"
"2019-01-02","DACIA","LODGY","1","0","0","12","1","8"
"2019-01-02","DACIA","LOGAN","3","1","33","12","1","8"
"2019-01-02","DACIA","SANDERO","1","0","0","12","1","8"
"2019-01-02","DACIA","DUSTER","3","0","0","12","1","8"
"2019-01-02","DACIA","DOKKER","4","0","0","12","1","8"
"2019-02-01","DACIA","DOKKER","1","0","0","8","3","38"
"2019-02-01","DACIA","SANDERO","1","0","0","8","3","38"
"2019-02-01","DACIA","LODGY","1","0","0","8","3","38"
"2019-02-01","DACIA","DUSTER","5","3","60","8","3","38"
"2019-03-01","DACIA","SANDERO","1","0","0","9","2","22"
"2019-03-01","DACIA","DOKKER","4","0","0","9","2","22"
"2019-03-01","DACIA","DUSTER","4","2","50","9","2","22"
"2019-04-01","DACIA","DUSTER","9","1","11","13","2","15"
"2019-04-01","DACIA","LODGY","2","0","0","13","2","15"
"2019-04-01","DACIA","DOKKER","1","0","0","13","2","15"
"2019-04-01","DACIA","SANDERO","1","1","100","13","2","15"
"2019-05-02","DACIA","SANDERO","1","0","0","5","2","40"
"2019-05-02","DACIA","DOKKER","1","0","0","5","2","40"
"2019-05-02","DACIA","LOGAN","1","1","100","5","2","40"
"2019-05-02","DACIA","DUSTER","2","1","50","5","2","40"
"2019-05-06","DACIA","LODGY","1","1","100","1","1","100"
"2019-06-01","DACIA","SANDERO","1","0","0","1","0","0"
"2019-06-03","DACIA","LOGAN","1","1","100","13","8","62"
"2019-06-03","DACIA","DUSTER","7","4","57","13","8","62"
"2019-06-03","DACIA","DOKKER","2","1","50","13","8","62"
"2019-06-03","DACIA","SANDERO","2","2","100","13","8","62"
"2019-06-03","DACIA","LODGY","1","0","0","13","8","62"
"2019-07-01","DACIA","DUSTER","6","2","33","14","5","36"
"2019-07-01","DACIA","SANDERO","2","0","0","14","5","36"
"2019-07-01","DACIA","LOGAN","1","1","100","14","5","36"
"2019-07-01","DACIA","DOKKER","3","1","33","14","5","36"
"2019-07-01","DACIA","LODGY","2","1","50","14","5","36"
"2019-08-01","DACIA","SANDERO","2","0","0","20","6","30"
"2019-08-01","DACIA","LOGAN","2","1","50","20","6","30"
"2019-08-01","DACIA","DOKKER","2","0","0","20","6","30"
"2019-08-01","DACIA","DUSTER","14","5","36","20","6","30"
"2019-09-02","DACIA","DOKKER","2","0","0","7","1","14"
"2019-09-02","DACIA","LODGY","1","0","0","7","1","14"
"2019-09-02","DACIA","SANDERO STEPWAY","1","0","0","7","1","14"
"2019-09-02","DACIA","SANDERO","1","1","100","7","1","14"
"2019-09-02","DACIA","DUSTER","2","0","0","7","1","14"
"2019-10-01","DACIA","DUSTER","4","2","50","7","2","29"
"2019-10-01","DACIA","DOKKER","1","0","0","7","2","29"
"2019-10-01","DACIA","LODGY","1","0","0","7","2","29"
"2019-10-01","DACIA","SANDERO","1","0","0","7","2","29"
"2019-11-04","DACIA","LOGAN","1","1","100","13","4","31"
"2019-11-04","DACIA","DUSTER","7","2","29","13","4","31"
"2019-11-04","DACIA","SANDERO","3","1","33","13","4","31"
"2019-11-04","DACIA","DOKKER","1","0","0","13","4","31"
"2019-11-04","DACIA","LODGY","1","0","0","13","4","31"
"2019-12-02","DACIA","LODGY","1","0","0","6","2","33"
"2019-12-02","DACIA","LOGAN","1","1","100","6","2","33"
"2019-12-02","DACIA","DUSTER","3","0","0","6","2","33"
"2019-12-02","DACIA","SANDERO","1","1","100","6","2","33"
"2019-03-01","DAELIM","VL 125F","1","0","0","1","0","0"
"2019-05-02","DAELIM","VT 125 F","1","0","0","1","0","0"
"2019-05-06","DAELIM","VL 125","1","0","0","1","0","0"
"2019-07-01","DAELIM","VT 125 F","1","0","0","1","0","0"
"2019-08-01","DAELIM","VL 125F","1","0","0","1","0","0"
"2019-09-02","DAELIM","S3 125","1","0","0","2","0","0"
"2019-09-02","DAELIM","VS125F","1","0","0","2","0","0"
"2019-03-01","DAEWOO","KALOS","1","0","0","2","0","0"
"2019-03-01","DAEWOO","LANOS","1","0","0","2","0","0"
"2019-04-01","DAEWOO","REZZO","1","0","0","1","0","0"
"2019-07-01","DAEWOO","REZZO","1","0","0","1","0","0"
"2019-01-02","DAF","XF 480 FT","2","0","0","2","0","0"
"2019-02-01","DAF","XF 530 FT","1","0","0","7","0","0"
"2019-02-01","DAF","XF 460 FT","1","0","0","7","0","0"
"2019-02-01","DAF","LF 210 FA H08/ZSP","1","0","0","7","0","0"
"2019-02-01","DAF","XF 480 FT","3","0","0","7","0","0"
"2019-02-01","DAF","FT 95XF430","1","0","0","7","0","0"
"2019-03-01","DAF","XF 480 FT","6","3","50","10","3","30"
"2019-03-01","DAF","XF 480 FAR/ZSP","1","0","0","10","3","30"
"2019-03-01","DAF","XF 530 FT","1","0","0","10","3","30"
"2019-03-01","DAF","XF 105","1","0","0","10","3","30"
"2019-03-01","DAF","LF 210 FA H12/ZFCW","1","0","0","10","3","30"
"2019-04-01","DAF","XF 530 FT","1","0","0","7","1","14"
"2019-04-01","DAF","XF 480 FT","1","1","100","7","1","14"
"2019-04-01","DAF","XF 450 FT","2","0","0","7","1","14"
"2019-04-01","DAF","FTXF 105","1","0","0","7","1","14"
"2019-04-01","DAF","XF 460 FT","1","0","0","7","1","14"
"2019-04-01","DAF","AE 45 LF","1","0","0","7","1","14"
"2019-05-02","DAF","XF 105.460","1","0","0","2","0","0"
"2019-05-02","DAF","FTXF 105.460","1","0","0","2","0","0"
"2019-06-03","DAF","XF 480 FT","3","1","33","5","1","20"
"2019-06-03","DAF","GNIOTPOL","1","0","0","5","1","20"
"2019-06-03","DAF","XF 480 FAR/ZZW","1","0","0","5","1","20"
"2019-07-01","DAF","XF 460 FT","1","0","0","1","0","0"
"2019-08-01","DAF","XF 460 FT","1","0","0","1","0","0"
"2019-09-02","DAF","FT XF105","1","0","0","7","1","14"
"2019-09-02","DAF","XF 480 FT","4","1","25","7","1","14"
"2019-09-02","DAF","FTXF 105.460T","1","0","0","7","1","14"
"2019-09-02","DAF","FA LF45","1","0","0","7","1","14"
"2019-10-01","DAF","CF","1","0","0","8","2","25"
"2019-10-01","DAF","XF 480 FT","6","2","33","8","2","25"
"2019-10-01","DAF","FTG XF","1","0","0","8","2","25"
"2019-11-04","DAF","XF 480 FT","1","0","0","4","0","0"
"2019-11-04","DAF","FT XF","1","0","0","4","0","0"
"2019-11-04","DAF","CF85.","1","0","0","4","0","0"
"2019-11-04","DAF","XF 460 FAR","1","0","0","4","0","0"
"2019-12-02","DAF","GNIOTPOL","3","2","67","5","4","80"
"2019-12-02","DAF","XF 480 FT","2","2","100","5","4","80"
"2019-03-01","DAIHATSU","MATERIA","1","0","0","3","0","0"
"2019-03-01","DAIHATSU","TERIOS","2","0","0","3","0","0"
"2019-06-01","DAIHATSU","CUORE","1","0","0","1","0","0"
"2019-06-03","DAIHATSU","TERIOS","2","0","0","2","0","0"
"2019-07-01","DAIHATSU","TERIOS","1","0","0","1","0","0"
"2019-08-01","DAIHATSU","TERIOS","1","0","0","1","0","0"
"2019-11-04","DAIHATSU","YRV","1","0","0","2","0","0"
"2019-11-04","DAIHATSU","TERIOS","1","0","0","2","0","0"
"2019-12-02","DAIHATSU","TERIOS","1","0","0","1","0","0"
"2019-01-02","DAIMLERCHRYSLER","E 220","1","0","0","1","0","0"
"2019-03-01","DAIMLERCHRYSLER","---","1","0","0","2","0","0"
"2019-03-01","DAIMLERCHRYSLER","ML 270","1","0","0","2","0","0"
"2019-04-01","DAIMLERCHRYSLER","C 180","1","0","0","2","0","0"
"2019-04-01","DAIMLERCHRYSLER","E 280","1","0","0","2","0","0"
"2019-05-02","DAIMLERCHRYSLER","903","1","0","0","1","0","0"
"2019-06-03","DAIMLERCHRYSLER","211","1","0","0","1","0","0"
"2019-07-01","DAIMLERCHRYSLER","A 160","1","0","0","3","0","0"
"2019-07-01","DAIMLERCHRYSLER","JEEP CHEROKEE","1","0","0","3","0","0"
"2019-07-01","DAIMLERCHRYSLER","SLK 200","1","0","0","3","0","0"
"2019-09-02","DAIMLERCHRYSLER","C 200 KOMPRESSOR","1","0","0","1","0","0"
"2019-10-01","DAIMLERCHRYSLER","2535","1","0","0","2","0","0"
"2019-10-01","DAIMLERCHRYSLER","CLK320","1","0","0","2","0","0"
"2019-11-04","DAIMLERCHRYSLER","B 180 CDI","1","0","0","1","0","0"
"2019-02-01","DERBI","SENDA","1","0","0","1","0","0"
"2019-04-01","DERBI","SENDA R","1","0","0","1","0","0"
"2019-05-02","DERBI","TERRA","1","0","0","1","0","0"
"2019-10-01","DERBI","SENDA","1","0","0","2","0","0"
"2019-10-01","DERBI","TERRA","1","0","0","2","0","0"
"2019-11-04","DERBI","---","2","0","0","2","0","0"
"2019-06-03","DEUTZ","TT3C","1","0","0","1","0","0"
"2019-02-01","DEUTZ-FAHR","AGROFARM","1","0","0","2","0","0"
"2019-02-01","DEUTZ-FAHR","DX 4.70","1","0","0","2","0","0"
"2019-07-01","DEUTZ-FAHR","5110 G","2","2","100","3","3","100"
"2019-07-01","DEUTZ-FAHR","5100 G","1","1","100","3","3","100"
"2019-11-04","DEUTZ-FAHR","AGROKID 230","1","1","100","1","1","100"
"2019-05-02","DINLI","CENTHOR 700","1","0","0","1","0","0"
"2019-02-01","DNIEPR","MT-9","1","0","0","1","0","0"
"2019-01-01","DODGE","RAM SLT 1500","1","0","0","1","0","0"
"2019-01-02","DODGE","CALIBER","1","0","0","1","0","0"
"2019-03-01","DODGE","DART","1","0","0","3","0","0"
"2019-03-01","DODGE","CALIBER","1","0","0","3","0","0"
"2019-03-01","DODGE","DURANGO","1","0","0","3","0","0"
"2019-04-01","DODGE","CHARGER","1","0","0","4","0","0"
"2019-04-01","DODGE","DURANGO","1","0","0","4","0","0"
"2019-04-01","DODGE","JOURNEY","1","0","0","4","0","0"
"2019-04-01","DODGE","RAM VAN","1","0","0","4","0","0"
"2019-05-02","DODGE","RAM 1500","1","0","0","2","0","0"
"2019-05-02","DODGE","GRAND CARAVAN","1","0","0","2","0","0"
"2019-06-03","DODGE","DURANGO","1","0","0","1","0","0"
"2019-07-01","DODGE","JOURNEY","1","0","0","2","0","0"
"2019-07-01","DODGE","AVENGER","1","0","0","2","0","0"
"2019-08-01","DODGE","JOURNEY","1","0","0","2","0","0"
"2019-08-01","DODGE","CHALLENGER","1","0","0","2","0","0"
"2019-09-02","DODGE","DURANGO","1","0","0","4","0","0"
"2019-09-02","DODGE","CALIBER","1","0","0","4","0","0"
"2019-09-02","DODGE","JOURNEY","1","0","0","4","0","0"
"2019-09-02","DODGE","GRAND CARAVAN","1","0","0","4","0","0"
"2019-10-01","DODGE","CHALLENGER","1","0","0","1","0","0"
"2019-11-04","DODGE","CHALLENGER","1","0","0","1","0","0"
"2019-12-02","DODGE","CHALLENGER","1","0","0","3","0","0"
"2019-12-02","DODGE","CALIBER","1","0","0","3","0","0"
"2019-12-02","DODGE","RAM","1","0","0","3","0","0"
"2019-06-03","DRESEL MCT","YFM","1","0","0","1","0","0"
"2019-06-03","DS","DS 3 CROSSBACK","1","0","0","1","0","0"
"2019-12-02","DS","DS 4","1","0","0","1","0","0"
"2019-02-01","DUCATI","PANIGALE V4 S","1","0","0","1","0","0"
"2019-03-01","DUCATI","MONSTER 600","1","0","0","1","0","0"
"2019-05-02","DUCATI","DUCATI SCRAMBLER 1100","1","0","0","1","0","0"
"2019-07-01","DUCATI","MONSTER 900","1","0","0","2","0","0"
"2019-07-01","DUCATI","MONSTER","1","0","0","2","0","0"
"2019-08-01","DUCATI","999","1","0","0","2","0","0"
"2019-08-01","DUCATI","PANIGALE V4 S","1","0","0","2","0","0"
"2019-11-04","DUCATI","MULTISTRADA 950","1","0","0","1","0","0"
"2019-08-01","ENFIELD","BULLET 500","1","0","0","1","0","0"
"2019-04-01","ERAD","---","1","0","0","1","0","0"
"2019-11-04","FAHRZEUG VERTRIEB-HURTH","SPRINTER","1","0","0","1","0","0"
"2019-01-02","FENDT","927 VARIO","1","0","0","1","0","0"
"2019-05-02","FENDT","511","1","0","0","1","0","0"
"2019-08-01","FENDT","FAVORIT 612 LSA","1","0","0","1","0","0"
"2019-09-02","FENDT","309","1","0","0","2","0","0"
"2019-09-02","FENDT","FENDT 826 VARIO","1","0","0","2","0","0"
"2019-11-04","FENDT","716 VARIO","1","0","0","1","0","0"
"2019-12-02","FENDT","FAVORIT 711 VARIO","1","0","0","1","0","0"
"2019-02-01","FERRARI","488 PISTA","1","0","0","1","0","0"
"2019-03-01","FERRARI","458","1","0","0","1","0","0"
"2019-01-02","FIAT","GRANDE PUNTO","1","0","0","22","2","9"
"2019-01-02","FIAT","DOBLO CARGO","1","0","0","22","2","9"
"2019-01-02","FIAT","DUCATO","5","0","0","22","2","9"
"2019-01-02","FIAT","FIAT 500","1","0","0","22","2","9"
"2019-01-02","FIAT","500X","1","1","100","22","2","9"
"2019-01-02","FIAT","PANDA","2","0","0","22","2","9"
"2019-01-02","FIAT","SCUDO","1","0","0","22","2","9"
"2019-01-02","FIAT","DOBLO","3","1","33","22","2","9"
"2019-01-02","FIAT","TIPO","4","0","0","22","2","9"
"2019-01-02","FIAT","STILO","1","0","0","22","2","9"
"2019-01-02","FIAT","FIORINO","1","0","0","22","2","9"
"2019-01-02","FIAT","CROMA","1","0","0","22","2","9"
"2019-02-01","FIAT","QUBO","1","0","0","29","3","10"
"2019-02-01","FIAT","DUCATO","7","1","14","29","3","10"
"2019-02-01","FIAT","TIPO","5","2","40","29","3","10"
"2019-02-01","FIAT","PANDA","1","0","0","29","3","10"
"2019-02-01","FIAT","500","1","0","0","29","3","10"
"2019-02-01","FIAT","CROMA","1","0","0","29","3","10"
"2019-02-01","FIAT","IDEA","1","0","0","29","3","10"
"2019-02-01","FIAT","GRANDE PUNTO","2","0","0","29","3","10"
"2019-02-01","FIAT","DOBLO CARGO","1","0","0","29","3","10"
"2019-02-01","FIAT","DOBLO","5","0","0","29","3","10"
"2019-02-01","FIAT","PUNTO","3","0","0","29","3","10"
"2019-02-01","FIAT","SCUDO","1","0","0","29","3","10"
"2019-03-01","FIAT","STILO","2","0","0","25","4","16"
"2019-03-01","FIAT","GRANDE PUNTO 1.4","1","0","0","25","4","16"
"2019-03-01","FIAT","SEDICI","2","0","0","25","4","16"
"2019-03-01","FIAT","FIORINO","1","1","100","25","4","16"
"2019-03-01","FIAT","DUCATO 250","1","0","0","25","4","16"
"2019-03-01","FIAT","PUNTO","5","0","0","25","4","16"
"2019-03-01","FIAT","DOBLO","3","1","33","25","4","16"
"2019-03-01","FIAT","TIPO","4","2","50","25","4","16"
"2019-03-01","FIAT","BRAVO","1","0","0","25","4","16"
"2019-03-01","FIAT","CROMA","2","0","0","25","4","16"
"2019-03-01","FIAT","DUCATO","2","0","0","25","4","16"
"2019-03-01","FIAT","500","1","0","0","25","4","16"
"2019-04-01","FIAT","STILO","1","0","0","33","1","3"
"2019-04-01","FIAT","SCUDO","1","0","0","33","1","3"
"2019-04-01","FIAT","CROMA","1","0","0","33","1","3"
"2019-04-01","FIAT","PUNTO","4","0","0","33","1","3"
"2019-04-01","FIAT","FIAT DUCATO","1","0","0","33","1","3"
"2019-04-01","FIAT","IDEA","1","0","0","33","1","3"
"2019-04-01","FIAT","500","3","0","0","33","1","3"
"2019-04-01","FIAT","TIPO","3","1","33","33","1","3"
"2019-04-01","FIAT","DOBLO","3","0","0","33","1","3"
"2019-04-01","FIAT","DUCATO","10","0","0","33","1","3"
"2019-04-01","FIAT","PANDA","4","0","0","33","1","3"
"2019-04-01","FIAT","SEDICI","1","0","0","33","1","3"
"2019-05-02","FIAT","STILO","1","0","0","10","0","0"
"2019-05-02","FIAT","BRAVO","2","0","0","10","0","0"
"2019-05-02","FIAT","DUCATO","3","0","0","10","0","0"
"2019-05-02","FIAT","PANDA","3","0","0","10","0","0"
"2019-05-02","FIAT","TIPO","1","0","0","10","0","0"
"2019-05-06","FIAT","BRAVO","1","0","0","2","1","50"
