"rok_rejestracji","marka","model","ilosc_zarejestrowanych_modeli","ilosc_nowych_modeli","procent_nowych_modeli","ilosc_zarejestrowanych_marka","ilosc_nowych_marka","procent_nowych_marka"
"2019-05-06","FIAT","FIAT DUCATO","1","1","100","2","1","50"
"2019-06-01","FIAT","500","1","0","0","1","0","0"
"2019-06-03","FIAT","DUCATO 250","1","0","0","19","0","0"
"2019-06-03","FIAT","DUCATO 2.3 JTD","1","0","0","19","0","0"
"2019-06-03","FIAT","ULYSSE","1","0","0","19","0","0"
"2019-06-03","FIAT","DUCATO","1","0","0","19","0","0"
"2019-06-03","FIAT","SCUDO","1","0","0","19","0","0"
"2019-06-03","FIAT","TIPO","1","0","0","19","0","0"
"2019-06-03","FIAT","PUNTO","6","0","0","19","0","0"
"2019-06-03","FIAT","DOBLO","1","0","0","19","0","0"
"2019-06-03","FIAT","FREEMONT","1","0","0","19","0","0"
"2019-06-03","FIAT","STILO","2","0","0","19","0","0"
"2019-06-03","FIAT","GRANDE PUNTO","1","0","0","19","0","0"
"2019-06-03","FIAT","BRAVO","1","0","0","19","0","0"
"2019-06-03","FIAT","PANDA","1","0","0","19","0","0"
"2019-07-01","FIAT","500","2","0","0","29","1","3"
"2019-07-01","FIAT","PUNTO 1.4 16V","1","0","0","29","1","3"
"2019-07-01","FIAT","DUCATO ROLLER TEAM","1","0","0","29","1","3"
"2019-07-01","FIAT","TIPO","6","1","17","29","1","3"
"2019-07-01","FIAT","DUCATO 2.8 JTD","1","0","0","29","1","3"
"2019-07-01","FIAT","PANDA","1","0","0","29","1","3"
"2019-07-01","FIAT","8066DT","1","0","0","29","1","3"
"2019-07-01","FIAT","DUCATO","2","0","0","29","1","3"
"2019-07-01","FIAT","DOBLO","3","0","0","29","1","3"
"2019-07-01","FIAT","STILO","2","0","0","29","1","3"
"2019-07-01","FIAT","SCUDO","1","0","0","29","1","3"
"2019-07-01","FIAT","FREEMONT","1","0","0","29","1","3"
"2019-07-01","FIAT","BRAVO","1","0","0","29","1","3"
"2019-07-01","FIAT","PUNTO","6","0","0","29","1","3"
"2019-08-01","FIAT","BRAVO","1","0","0","20","3","15"
"2019-08-01","FIAT","PUNTO","1","0","0","20","3","15"
"2019-08-01","FIAT","PANDA","2","0","0","20","3","15"
"2019-08-01","FIAT","DOBLO","2","0","0","20","3","15"
"2019-08-01","FIAT","DUCATO","4","1","25","20","3","15"
"2019-08-01","FIAT","MULTIPLA","1","0","0","20","3","15"
"2019-08-01","FIAT","TALENTO","1","0","0","20","3","15"
"2019-08-01","FIAT","500","1","1","100","20","3","15"
"2019-08-01","FIAT","SEDICI","1","0","0","20","3","15"
"2019-08-01","FIAT","PANDA VAN","1","0","0","20","3","15"
"2019-08-01","FIAT","TIPO","5","1","20","20","3","15"
"2019-09-02","FIAT","PUNTO","2","0","0","27","3","11"
"2019-09-02","FIAT","TIPO","5","2","40","27","3","11"
"2019-09-02","FIAT","PANDA","2","0","0","27","3","11"
"2019-09-02","FIAT","CROMA","1","0","0","27","3","11"
"2019-09-02","FIAT","BRAVO","3","0","0","27","3","11"
"2019-09-02","FIAT","SEDICI","1","0","0","27","3","11"
"2019-09-02","FIAT","DOBLO","4","0","0","27","3","11"
"2019-09-02","FIAT","GRANDE PUNTO","1","0","0","27","3","11"
"2019-09-02","FIAT","DUCATO","5","0","0","27","3","11"
"2019-09-02","FIAT","FIORINO","2","1","50","27","3","11"
"2019-09-02","FIAT","DOBLO CARGO","1","0","0","27","3","11"
"2019-10-01","FIAT","STILO","1","0","0","39","7","18"
"2019-10-01","FIAT","DOBLO","1","0","0","39","7","18"
"2019-10-01","FIAT","500 ABARTH","1","0","0","39","7","18"
"2019-10-01","FIAT","124 SPIDER","1","0","0","39","7","18"
"2019-10-01","FIAT","500L","1","0","0","39","7","18"
"2019-10-01","FIAT","SEDICI","1","0","0","39","7","18"
"2019-10-01","FIAT","130","1","0","0","39","7","18"
"2019-10-01","FIAT","BRAVO","1","0","0","39","7","18"
"2019-10-01","FIAT","500","5","1","20","39","7","18"
"2019-10-01","FIAT","PANDA","7","2","29","39","7","18"
"2019-10-01","FIAT","PUNTO","5","0","0","39","7","18"
"2019-10-01","FIAT","DUCATO","6","0","0","39","7","18"
"2019-10-01","FIAT","PUNTO 1.2 8V","1","0","0","39","7","18"
"2019-10-01","FIAT","TIPO","4","2","50","39","7","18"
"2019-10-01","FIAT","FIORINO","2","1","50","39","7","18"
"2019-10-01","FIAT","500X","1","1","100","39","7","18"
"2019-11-04","FIAT","DUCATO","2","0","0","22","2","9"
"2019-11-04","FIAT","FREEMONT","2","0","0","22","2","9"
"2019-11-04","FIAT","DOBLO","5","0","0","22","2","9"
"2019-11-04","FIAT","FIORINO","2","0","0","22","2","9"
"2019-11-04","FIAT","TIPO","2","1","50","22","2","9"
"2019-11-04","FIAT","BRAVO","1","0","0","22","2","9"
"2019-11-04","FIAT","FIAT TIPO","1","1","100","22","2","9"
"2019-11-04","FIAT","PUNTO","4","0","0","22","2","9"
"2019-11-04","FIAT","PANDA","3","0","0","22","2","9"
"2019-12-02","FIAT","FIAT TIPO","2","0","0","32","4","12"
"2019-12-02","FIAT","DOBLO","5","1","20","32","4","12"
"2019-12-02","FIAT","GRANDE PUNTO","1","0","0","32","4","12"
"2019-12-02","FIAT","FIORINO","2","0","0","32","4","12"
"2019-12-02","FIAT","SEDICI","1","0","0","32","4","12"
"2019-12-02","FIAT","500","1","0","0","32","4","12"
"2019-12-02","FIAT","SCUDO","1","0","0","32","4","12"
"2019-12-02","FIAT","DUCATO","5","0","0","32","4","12"
"2019-12-02","FIAT","BRAVO","2","0","0","32","4","12"
"2019-12-02","FIAT","PANDA","1","0","0","32","4","12"
"2019-12-02","FIAT","STILO","1","0","0","32","4","12"
"2019-12-02","FIAT","PUNTO","4","0","0","32","4","12"
"2019-12-02","FIAT","TIPO","6","3","50","32","4","12"
"2019-01-02","FIAT/BMB","DUCATO/BMB","1","0","0","1","0","0"
"2019-05-02","FIAT/CARPOL","DUCATO","1","0","0","1","0","0"
"2019-11-04","FIAT/CARPOL","DUCATO","1","0","0","1","0","0"
"2019-11-04","FIAT/DPR","DUCATO","1","0","0","1","0","0"
"2019-12-02","FIAT/KAMIL NADWOZIA","DUCATO/KN-K","1","0","0","1","0","0"
"2019-04-01","FIAT/LAMAR","DUCATO MAXI LAMBOX","1","0","0","1","0","0"
"2019-01-01","FORD","FUSION HYBRID","1","0","0","4","0","0"
"2019-01-01","FORD","EDGE","1","0","0","4","0","0"
"2019-01-01","FORD","FIESTA","1","0","0","4","0","0"
"2019-01-01","FORD","ESCAPE","1","0","0","4","0","0"
"2019-01-02","FORD","TRANSIT CUSTOM","3","1","33","54","3","6"
"2019-01-02","FORD","FOCUS 1.6","1","0","0","54","3","6"
"2019-01-02","FORD","S-MAX","5","0","0","54","3","6"
"2019-01-02","FORD","FUSION","1","0","0","54","3","6"
"2019-01-02","FORD","MAVERICK","1","0","0","54","3","6"
"2019-01-02","FORD","FOCUS C-MAX","3","0","0","54","3","6"
"2019-01-02","FORD","TRANSIT COURIER","1","0","0","54","3","6"
"2019-01-02","FORD","FOCUS","13","0","0","54","3","6"
"2019-01-02","FORD","TOURNEO COURIER","1","0","0","54","3","6"
"2019-01-02","FORD","ECOSPORT","2","1","50","54","3","6"
"2019-01-02","FORD","KUGA","4","0","0","54","3","6"
"2019-01-02","FORD","EDGE","2","0","0","54","3","6"
"2019-01-02","FORD","MONDEO","9","0","0","54","3","6"
"2019-01-02","FORD","TRANSIT","1","0","0","54","3","6"
"2019-01-02","FORD","GALAXY","3","0","0","54","3","6"
"2019-01-02","FORD","FIESTA","4","1","25","54","3","6"
"2019-02-01","FORD","TRANSIT","4","2","50","70","6","9"
"2019-02-01","FORD","FUSION","1","0","0","70","6","9"
"2019-02-01","FORD","KA","4","0","0","70","6","9"
"2019-02-01","FORD","TRANSIT CONNECT","2","1","50","70","6","9"
"2019-02-01","FORD","FIESTA","4","1","25","70","6","9"
"2019-02-01","FORD","GALAXY 2.0 TDCI","1","0","0","70","6","9"
"2019-02-01","FORD","FOCUS","9","0","0","70","6","9"
"2019-02-01","FORD","ECOSPORT","2","1","50","70","6","9"
"2019-02-01","FORD","S-MAX 2.0 TDCI","1","0","0","70","6","9"
"2019-02-01","FORD","TOURNEO CUSTOM","1","1","100","70","6","9"
"2019-02-01","FORD","EDGE SEL","1","0","0","70","6","9"
"2019-02-01","FORD","TRANSIT 350L","1","0","0","70","6","9"
"2019-02-01","FORD","MUSTANG","2","0","0","70","6","9"
"2019-02-01","FORD","TRANSIT COURIER","2","0","0","70","6","9"
"2019-02-01","FORD","GALAXY","7","0","0","70","6","9"
"2019-02-01","FORD","KUGA","2","0","0","70","6","9"
"2019-02-01","FORD","MONDEO","11","0","0","70","6","9"
"2019-02-01","FORD","S-MAX","5","0","0","70","6","9"
"2019-02-01","FORD","TRANSIT TOURNEO","1","0","0","70","6","9"
"2019-02-01","FORD","MONDEO 2.0 TDCI TURNIER","1","0","0","70","6","9"
"2019-02-01","FORD","EDGE TITANIUM","1","0","0","70","6","9"
"2019-02-01","FORD","C-MAX","5","0","0","70","6","9"
"2019-02-01","FORD","S-MAX 1.8 TDCI","1","0","0","70","6","9"
"2019-02-01","FORD","GRAND C-MAX","1","0","0","70","6","9"
"2019-03-01","FORD","FUSION TITANIUM","1","0","0","61","2","3"
"2019-03-01","FORD","TRANSIT","3","0","0","61","2","3"
"2019-03-01","FORD","FOCUS","7","1","14","61","2","3"
"2019-03-01","FORD","FIESTA","8","0","0","61","2","3"
"2019-03-01","FORD","S-MAX","2","0","0","61","2","3"
"2019-03-01","FORD","TRANSIT CUSTOM","1","0","0","61","2","3"
"2019-03-01","FORD","KA","1","0","0","61","2","3"
"2019-03-01","FORD","ESCAPE","2","0","0","61","2","3"
"2019-03-01","FORD","FUSION","3","0","0","61","2","3"
"2019-03-01","FORD","MONDEO","13","0","0","61","2","3"
"2019-03-01","FORD","FOCUS C-MAX","1","0","0","61","2","3"
"2019-03-01","FORD","GALAXY","1","0","0","61","2","3"
"2019-03-01","FORD","C-MAX","6","0","0","61","2","3"
"2019-03-01","FORD","TOURNEO COURIER","1","0","0","61","2","3"
"2019-03-01","FORD","KUGA","5","0","0","61","2","3"
"2019-03-01","FORD","FOCUS C-MAX 1.6","1","0","0","61","2","3"
"2019-03-01","FORD","ESCORT","1","0","0","61","2","3"
"2019-03-01","FORD","S-MAX 2.0 TDCI","1","0","0","61","2","3"
"2019-03-01","FORD","TRANSIT COURIER","2","1","50","61","2","3"
"2019-03-01","FORD","B-MAX","1","0","0","61","2","3"
"2019-04-01","FORD","FOCUS","10","1","10","42","3","7"
"2019-04-01","FORD","MUSTANG","1","0","0","42","3","7"
"2019-04-01","FORD","KUGA","4","0","0","42","3","7"
"2019-04-01","FORD","MONDEO","7","0","0","42","3","7"
"2019-04-01","FORD","FUSION","1","0","0","42","3","7"
"2019-04-01","FORD","C-MAX","4","0","0","42","3","7"
"2019-04-01","FORD","TRANSIT","2","1","50","42","3","7"
"2019-04-01","FORD","FIESTA","6","0","0","42","3","7"
"2019-04-01","FORD","S-MAX","3","0","0","42","3","7"
"2019-04-01","FORD","FOCUS C-MAX","3","0","0","42","3","7"
"2019-04-01","FORD","KA","1","1","100","42","3","7"
"2019-05-02","FORD","TRANSIT CUSTOM","3","1","33","73","3","4"
"2019-05-02","FORD","FIESTA","11","0","0","73","3","4"
"2019-05-02","FORD","FOCUS C-MAX","2","0","0","73","3","4"
"2019-05-02","FORD","ECOSPORT","1","1","100","73","3","4"
"2019-05-02","FORD","TRANSIT COURIER","2","1","50","73","3","4"
"2019-05-02","FORD","C-MAX","3","0","0","73","3","4"
"2019-05-02","FORD","KUGA","4","0","0","73","3","4"
"2019-05-02","FORD","TRANSIT 350","1","0","0","73","3","4"
"2019-05-02","FORD","GRAND C-MAX","1","0","0","73","3","4"
"2019-05-02","FORD","FOCUS","13","0","0","73","3","4"
"2019-05-02","FORD","FOCUS 1.6","1","0","0","73","3","4"
"2019-05-02","FORD","MUSTANG","1","0","0","73","3","4"
"2019-05-02","FORD","TRANSIT CONNECT","2","0","0","73","3","4"
"2019-05-02","FORD","GALAXY","6","0","0","73","3","4"
"2019-05-02","FORD","MONDEO","14","0","0","73","3","4"
"2019-05-02","FORD","ESCAPE","2","0","0","73","3","4"
"2019-05-02","FORD","FOCUS ST","1","0","0","73","3","4"
"2019-05-02","FORD","FUSION","2","0","0","73","3","4"
"2019-05-02","FORD","TRANSIT","2","0","0","73","3","4"
"2019-05-02","FORD","KA","1","0","0","73","3","4"
"2019-05-06","FORD","FOCUS 2.0 TDCI","1","0","0","1","0","0"
"2019-06-01","FORD","ESCAPE","1","0","0","1","0","0"
"2019-06-03","FORD","FUSION","1","0","0","55","2","4"
"2019-06-03","FORD","S-MAX","2","0","0","55","2","4"
"2019-06-03","FORD","TRANSIT CUSTOM","1","0","0","55","2","4"
"2019-06-03","FORD","MONDEO","6","0","0","55","2","4"
"2019-06-03","FORD","KUGA","6","1","17","55","2","4"
"2019-06-03","FORD","TRANSIT","3","0","0","55","2","4"
"2019-06-03","FORD","FIESTA","14","0","0","55","2","4"
"2019-06-03","FORD","KA","2","0","0","55","2","4"
"2019-06-03","FORD","GALAXY","1","0","0","55","2","4"
"2019-06-03","FORD","FOCUS C-MAX","2","0","0","55","2","4"
"2019-06-03","FORD","TRANSIT COURIER","1","0","0","55","2","4"
"2019-06-03","FORD","FIESTA 1.6","1","0","0","55","2","4"
"2019-06-03","FORD","TRANSIT CONNECT","1","0","0","55","2","4"
"2019-06-03","FORD","FOCUS","10","1","10","55","2","4"
"2019-06-03","FORD","C-MAX","4","0","0","55","2","4"
"2019-07-01","FORD","S-MAX","2","0","0","54","3","6"
"2019-07-01","FORD","TRANSIT/TOURNEO","1","0","0","54","3","6"
"2019-07-01","FORD","KUGA","5","0","0","54","3","6"
"2019-07-01","FORD","TRANSIT CUSTOM","1","0","0","54","3","6"
"2019-07-01","FORD","FOCUS","11","1","9","54","3","6"
"2019-07-01","FORD","C-MAX","1","0","0","54","3","6"
"2019-07-01","FORD","FUSION","1","0","0","54","3","6"
"2019-07-01","FORD","EDGE","1","0","0","54","3","6"
"2019-07-01","FORD","TRANSIT CONNECT T200S","1","0","0","54","3","6"
"2019-07-01","FORD","MONDEO","14","0","0","54","3","6"
"2019-07-01","FORD","TOURNEO CUSTOM","1","0","0","54","3","6"
"2019-07-01","FORD","KUGA 2.0 TDCI","1","0","0","54","3","6"
"2019-07-01","FORD","FOCUS C-MAX","1","0","0","54","3","6"
"2019-07-01","FORD","GALAXY","2","0","0","54","3","6"
"2019-07-01","FORD","KA","2","0","0","54","3","6"
"2019-07-01","FORD","FIESTA","4","2","50","54","3","6"
"2019-07-01","FORD","B-MAX","1","0","0","54","3","6"
"2019-07-01","FORD","TRANSIT","3","0","0","54","3","6"
"2019-07-01","FORD","MAVERICK","1","0","0","54","3","6"
"2019-08-01","FORD","FUSION","3","0","0","55","1","2"
"2019-08-01","FORD","KUGA","1","0","0","55","1","2"
"2019-08-01","FORD","FIESTA","9","0","0","55","1","2"
"2019-08-01","FORD","TRANSIT 280 S 2.0 TDCI","1","0","0","55","1","2"
"2019-08-01","FORD","S-MAX","7","0","0","55","1","2"
"2019-08-01","FORD","C-MAX","6","0","0","55","1","2"
"2019-08-01","FORD","TRANSIT CUSTOM","2","0","0","55","1","2"
"2019-08-01","FORD","FOCUS C-MAX","3","0","0","55","1","2"
"2019-08-01","FORD","TRANSIT","2","0","0","55","1","2"
"2019-08-01","FORD","ECOSPORT","2","0","0","55","1","2"
"2019-08-01","FORD","MONDEO","6","0","0","55","1","2"
"2019-08-01","FORD","TRANSIT CONNECT","1","0","0","55","1","2"
"2019-08-01","FORD","GRAND C-MAX","1","0","0","55","1","2"
"2019-08-01","FORD","FOCUS","6","0","0","55","1","2"
"2019-08-01","FORD","TRANSIT COURIER","2","1","50","55","1","2"
"2019-08-01","FORD","FOCUS 1.6","1","0","0","55","1","2"
"2019-08-01","FORD","GALAXY","1","0","0","55","1","2"
"2019-08-01","FORD","EDGE","1","0","0","55","1","2"
"2019-09-02","FORD","FOCUS 1.8 D","1","0","0","63","4","6"
"2019-09-02","FORD","MUSTANG","3","0","0","63","4","6"
"2019-09-02","FORD","KUGA","6","0","0","63","4","6"
"2019-09-02","FORD","TRANSIT CONNECT","1","0","0","63","4","6"
"2019-09-02","FORD","FOCUS","14","1","7","63","4","6"
"2019-09-02","FORD","C-MAX","4","0","0","63","4","6"
"2019-09-02","FORD","TOURNEO CONNECT","1","1","100","63","4","6"
"2019-09-02","FORD","FIESTA","7","0","0","63","4","6"
"2019-09-02","FORD","TOURNEO COURIER","2","2","100","63","4","6"
"2019-09-02","FORD","GALAXY","3","0","0","63","4","6"
"2019-09-02","FORD","S-MAX","5","0","0","63","4","6"
"2019-09-02","FORD","MONDEO","9","0","0","63","4","6"
"2019-09-02","FORD","TRANSIT","3","0","0","63","4","6"
"2019-09-02","FORD","FOCUS C-MAX","4","0","0","63","4","6"
"2019-10-01","FORD","GRAND C-MAX","1","0","0","61","3","5"
"2019-10-01","FORD","TRANSIT CUSTOM","3","2","67","61","3","5"
"2019-10-01","FORD","TRANSIT CONNECT","1","0","0","61","3","5"
"2019-10-01","FORD","FIESTA","7","0","0","61","3","5"
"2019-10-01","FORD","FUSION","2","0","0","61","3","5"
"2019-10-01","FORD","6640","1","0","0","61","3","5"
"2019-10-01","FORD","GALAXY","1","0","0","61","3","5"
"2019-10-01","FORD","MUSTANG","1","0","0","61","3","5"
"2019-10-01","FORD","MONDEO","11","0","0","61","3","5"
"2019-10-01","FORD","ECOSPORT","1","0","0","61","3","5"
"2019-10-01","FORD","TRANSIT TOURNEO","1","0","0","61","3","5"
"2019-10-01","FORD","TRANSIT","2","0","0","61","3","5"
"2019-10-01","FORD","KUGA","7","1","14","61","3","5"
"2019-10-01","FORD","CONNECT","1","0","0","61","3","5"
"2019-10-01","FORD","S-MAX","3","0","0","61","3","5"
"2019-10-01","FORD","FIESTA 1.25","1","0","0","61","3","5"
"2019-10-01","FORD","FOCUS","12","0","0","61","3","5"
"2019-10-01","FORD","C-MAX","5","0","0","61","3","5"
"2019-11-04","FORD","TRANSIT COURIER","1","0","0","53","3","6"
"2019-11-04","FORD","KUGA","3","2","67","53","3","6"
"2019-11-04","FORD","GALAXY","1","0","0","53","3","6"
"2019-11-04","FORD","FIESTA","13","0","0","53","3","6"
"2019-11-04","FORD","FOCUS","12","1","8","53","3","6"
"2019-11-04","FORD","FOCUS 1.6 I 16V","1","0","0","53","3","6"
"2019-11-04","FORD","MONDEO","9","0","0","53","3","6"
"2019-11-04","FORD","GALAXY TREND","1","0","0","53","3","6"
"2019-11-04","FORD","S-MAX","4","0","0","53","3","6"
"2019-11-04","FORD","TRANSIT","2","0","0","53","3","6"
"2019-11-04","FORD","TRANSIT CUSTOM","1","0","0","53","3","6"
"2019-11-04","FORD","EDGE","1","0","0","53","3","6"
"2019-11-04","FORD","MAVERICK","1","0","0","53","3","6"
"2019-11-04","FORD","B-MAX","1","0","0","53","3","6"
"2019-11-04","FORD","FOCUS C-MAX","2","0","0","53","3","6"
"2019-12-02","FORD","MONDEO","10","0","0","59","5","8"
"2019-12-02","FORD","TRANSIT","3","0","0","59","5","8"
"2019-12-02","FORD","ECOSPORT","1","1","100","59","5","8"
"2019-12-02","FORD","TRANSIT CONNECT","1","1","100","59","5","8"
"2019-12-02","FORD","TRANSIT COURIER","1","1","100","59","5","8"
"2019-12-02","FORD","CONNECT","1","0","0","59","5","8"
"2019-12-02","FORD","GALAXY","3","0","0","59","5","8"
"2019-12-02","FORD","C-MAX","5","0","0","59","5","8"
"2019-12-02","FORD","FOCUS","10","0","0","59","5","8"
"2019-12-02","FORD","FIESTA","15","1","7","59","5","8"
"2019-12-02","FORD","TRANSIT CUSTOM","1","0","0","59","5","8"
"2019-12-02","FORD","S-MAX","4","0","0","59","5","8"
"2019-12-02","FORD","FOCUS C-MAX","2","0","0","59","5","8"
"2019-12-02","FORD","KUGA","2","1","50","59","5","8"
"2019-11-04","FORD/AUTO GALERIA","TRANSIT","1","1","100","1","1","100"
"2019-11-04","FORD/PARTNER","TRANSIT","1","0","0","1","0","0"
"2019-11-04","FOSTI","FT50QT-E","1","0","0","1","0","0"
"2019-08-01","FSO-WARSZAWA","M20","1","0","0","1","0","0"
"2019-01-02","FUSO POLSKA","CANTER","1","1","100","1","1","100"
"2019-05-02","FUSO POLSKA","CANTER","1","0","0","1","0","0"
"2019-11-04","FUSO POLSKA","CANTER","1","0","0","1","0","0"
"2019-11-04","GAZ","67-B","1","0","0","1","0","0"
"2019-04-01","GENERIC","TRIGGER","1","0","0","1","0","0"
"2019-05-02","GILERA","RUNNER","1","0","0","1","0","0"
"2019-07-01","GILERA","---","1","0","0","1","0","0"
"2019-01-02","GOES","GOES450L","1","0","0","1","0","0"
"2019-07-01","GRECAV","EKE","1","0","0","1","0","0"
"2019-04-01","HARLEY DAVIDSON","FXDWG","1","0","0","1","0","0"
"2019-05-02","HARLEY DAVIDSON","FXDB","1","0","0","2","0","0"
"2019-05-02","HARLEY DAVIDSON","SOFTAIL","1","0","0","2","0","0"
"2019-06-03","HARLEY DAVIDSON","FLHTCUI","1","0","0","2","0","0"
"2019-06-03","HARLEY DAVIDSON","HERITAGE","1","0","0","2","0","0"
"2019-08-01","HARLEY DAVIDSON","TOURING FLHTCU-I","1","0","0","1","0","0"
"2019-10-01","HARLEY DAVIDSON","FLTRI ROAD GLIDE","1","0","0","1","0","0"
"2019-03-01","HARLEY-DAVIDSON","FLSTS","1","0","0","2","0","0"
"2019-03-01","HARLEY-DAVIDSON","SPORT GLIDE","1","0","0","2","0","0"
"2019-04-01","HARLEY-DAVIDSON","FXDWG DYNA WIDE GLIDE","1","0","0","1","0","0"
"2019-05-02","HARLEY-DAVIDSON","FLHXS","1","0","0","2","0","0"
"2019-05-02","HARLEY-DAVIDSON","FLHRCI","1","0","0","2","0","0"
"2019-06-03","HARLEY-DAVIDSON","FXDC DYNA SUPER GLIDE CUSTOM","1","0","0","1","0","0"
"2019-07-01","HARLEY-DAVIDSON","XL 1200C","1","0","0","1","0","0"
"2019-09-02","HARLEY-DAVIDSON","SOFTAIL CUSTOM","1","0","0","1","0","0"
"2019-12-02","HARLEY-DAVIDSON","WIDE GLIDE","1","0","0","2","0","0"
"2019-12-02","HARLEY-DAVIDSON","FLHTCUI","1","0","0","2","0","0"
"2019-01-01","HONDA","ACCORD","1","0","0","2","0","0"
"2019-01-01","HONDA","HR-V","1","0","0","2","0","0"
"2019-01-02","HONDA","XR125L","1","0","0","26","2","8"
"2019-01-02","HONDA","CIVIC 5 DR","1","0","0","26","2","8"
"2019-01-02","HONDA","CBF1000","1","0","0","26","2","8"
"2019-01-02","HONDA","CIVIC 5DR","3","1","33","26","2","8"
"2019-01-02","HONDA","CBF1000FA","1","0","0","26","2","8"
"2019-01-02","HONDA","ACCORD TOURER","1","0","0","26","2","8"
"2019-01-02","HONDA","NC750XD","1","0","0","26","2","8"
"2019-01-02","HONDA","ACCORD 2.0 KAT","1","0","0","26","2","8"
"2019-01-02","HONDA","JAZZ","2","0","0","26","2","8"
"2019-01-02","HONDA","CIVIC","7","0","0","26","2","8"
"2019-01-02","HONDA","CR-V","3","0","0","26","2","8"
"2019-01-02","HONDA","CIVIC 4DR","3","1","33","26","2","8"
"2019-01-02","HONDA","CR-V 2.0","1","0","0","26","2","8"
"2019-02-01","HONDA","CR-V","3","0","0","16","1","6"
"2019-02-01","HONDA","ACCORD","1","0","0","16","1","6"
"2019-02-01","HONDA","CBF 125 M","1","0","0","16","1","6"
"2019-02-01","HONDA","JAZZ","1","0","0","16","1","6"
"2019-02-01","HONDA","CG 125","1","0","0","16","1","6"
"2019-02-01","HONDA","VT500C","1","0","0","16","1","6"
"2019-02-01","HONDA","HR-V","2","0","0","16","1","6"
"2019-02-01","HONDA","CR-V 2.0 I","1","0","0","16","1","6"
"2019-02-01","HONDA","ACCORD TOURER","1","0","0","16","1","6"
"2019-02-01","HONDA","CIVIC","2","0","0","16","1","6"
"2019-02-01","HONDA","CIVIC 4DR","1","0","0","16","1","6"
"2019-02-01","HONDA","CB500XA","1","1","100","16","1","6"
